,trackName,artistName,count,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
179,i don't want to watch the world end with someone else,Clinton Kane,18,0.535,0.359,2.0,-9.343,1.0,0.0607,0.771,0.0,0.111,0.488,154.163,audio_features,58qX77t2VWMWcycsh9zKLc,spotify:track:58qX77t2VWMWcycsh9zKLc,https://api.spotify.com/v1/tracks/58qX77t2VWMWcycsh9zKLc,https://api.spotify.com/v1/audio-analysis/58qX77t2VWMWcycsh9zKLc,184505.0,4.0
180,Called You Out,Tamzene,18,0.312,0.187,5.0,-11.662,0.0,0.0645,0.941,0.000384,0.131,0.0734,175.779,audio_features,2I0hkWJEy3BhVBvkWsnW5S,spotify:track:2I0hkWJEy3BhVBvkWsnW5S,https://api.spotify.com/v1/tracks/2I0hkWJEy3BhVBvkWsnW5S,https://api.spotify.com/v1/audio-analysis/2I0hkWJEy3BhVBvkWsnW5S,155841.0,3.0
181,i'll never fall in love with myself (demo),Zeph,18,,,,,,,,,,,,,,,,,,
182,tomorrow tonight,Loote,18,0.32,0.5,3.0,-7.979,1.0,0.0994,0.134,0.0,0.108,0.142,91.361,audio_features,4vsAUbPb6q9FpC4AGBFdVh,spotify:track:4vsAUbPb6q9FpC4AGBFdVh,https://api.spotify.com/v1/tracks/4vsAUbPb6q9FpC4AGBFdVh,https://api.spotify.com/v1/audio-analysis/4vsAUbPb6q9FpC4AGBFdVh,202600.0,4.0
183,How Do You Dress for the Rain?,Sam MacPherson,18,0.605,0.311,10.0,-12.105,1.0,0.0813,0.787,4.86e-05,0.113,0.165,149.794,audio_features,42ZSEXG0TtHAHbWOho7GDS,spotify:track:42ZSEXG0TtHAHbWOho7GDS,https://api.spotify.com/v1/tracks/42ZSEXG0TtHAHbWOho7GDS,https://api.spotify.com/v1/audio-analysis/42ZSEXG0TtHAHbWOho7GDS,160533.0,4.0
184,Side,EXES,18,0.792,0.475,4.0,-9.076,1.0,0.0317,0.841,3.63e-05,0.101,0.479,106.996,audio_features,3B8kyg6cdvdsFScq1ce3K1,spotify:track:3B8kyg6cdvdsFScq1ce3K1,https://api.spotify.com/v1/tracks/3B8kyg6cdvdsFScq1ce3K1,https://api.spotify.com/v1/audio-analysis/3B8kyg6cdvdsFScq1ce3K1,188411.0,4.0
185,Bad For Me,Ber,18,0.589,0.256,3.0,-11.446,1.0,0.0369,0.949,8.61e-06,0.248,0.63,79.93,audio_features,4DWmoi9kCghW93QNnefhDJ,spotify:track:4DWmoi9kCghW93QNnefhDJ,https://api.spotify.com/v1/tracks/4DWmoi9kCghW93QNnefhDJ,https://api.spotify.com/v1/audio-analysis/4DWmoi9kCghW93QNnefhDJ,158520.0,4.0
186,Whole Heart,Jessie Reid,18,0.539,0.256,4.0,-17.688,1.0,0.0359,0.53,0.00187,0.0885,0.15,96.146,audio_features,5WwwqOnlmpiFyAdvtPArKS,spotify:track:5WwwqOnlmpiFyAdvtPArKS,https://api.spotify.com/v1/tracks/5WwwqOnlmpiFyAdvtPArKS,https://api.spotify.com/v1/audio-analysis/5WwwqOnlmpiFyAdvtPArKS,199800.0,3.0
187,Colorado - Acoustic,carobae,18,0.575,0.208,7.0,-10.668,1.0,0.0298,0.748,0.0,0.1,0.769,87.967,audio_features,6se8YnxjuzY2X01luHga9X,spotify:track:6se8YnxjuzY2X01luHga9X,https://api.spotify.com/v1/tracks/6se8YnxjuzY2X01luHga9X,https://api.spotify.com/v1/audio-analysis/6se8YnxjuzY2X01luHga9X,117333.0,4.0
188,Ok Love You Bye,Olivia Dean,18,0.766,0.547,5.0,-7.605,1.0,0.0561,0.389,1.13e-05,0.0919,0.35,103.898,audio_features,66YywMJbAgzQrGkFKjnSsK,spotify:track:66YywMJbAgzQrGkFKjnSsK,https://api.spotify.com/v1/tracks/66YywMJbAgzQrGkFKjnSsK,https://api.spotify.com/v1/audio-analysis/66YywMJbAgzQrGkFKjnSsK,154387.0,4.0
189,Rockland,Gracie Abrams,18,0.568,0.402,5.0,-11.344,1.0,0.0448,0.787,0.000188,0.103,0.397,125.743,audio_features,5V03tsbEzYG0PmRrh3K4rF,spotify:track:5V03tsbEzYG0PmRrh3K4rF,https://api.spotify.com/v1/tracks/5V03tsbEzYG0PmRrh3K4rF,https://api.spotify.com/v1/audio-analysis/5V03tsbEzYG0PmRrh3K4rF,217369.0,4.0
190,Reruns,Rosie Darling,18,0.571,0.28,1.0,-10.96,1.0,0.052,0.73,0.0,0.102,0.203,127.867,audio_features,2YBbTgu1H0kQttnPetbPGS,spotify:track:2YBbTgu1H0kQttnPetbPGS,https://api.spotify.com/v1/tracks/2YBbTgu1H0kQttnPetbPGS,https://api.spotify.com/v1/audio-analysis/2YBbTgu1H0kQttnPetbPGS,146253.0,3.0
191,They Just Exist,Gatton,18,0.528,0.394,11.0,-10.402,1.0,0.0582,0.799,0.0,0.354,0.231,134.309,audio_features,4l11LJwxT4t80GbBwFlUPt,spotify:track:4l11LJwxT4t80GbBwFlUPt,https://api.spotify.com/v1/tracks/4l11LJwxT4t80GbBwFlUPt,https://api.spotify.com/v1/audio-analysis/4l11LJwxT4t80GbBwFlUPt,176299.0,4.0
192,Haunted House,Holly Humberstone,18,0.275,0.268,9.0,-10.014,1.0,0.0693,0.822,0.0,0.0959,0.244,173.156,audio_features,3J0jlN9j7fpmghvALVF0Th,spotify:track:3J0jlN9j7fpmghvALVF0Th,https://api.spotify.com/v1/tracks/3J0jlN9j7fpmghvALVF0Th,https://api.spotify.com/v1/audio-analysis/3J0jlN9j7fpmghvALVF0Th,133773.0,4.0
193,Seventeen,Julianna Joy,18,0.271,0.42,10.0,-11.388,1.0,0.0472,0.458,0.0,0.158,0.262,180.106,audio_features,7zaQC5xXfw6ugFdw94DDOz,spotify:track:7zaQC5xXfw6ugFdw94DDOz,https://api.spotify.com/v1/tracks/7zaQC5xXfw6ugFdw94DDOz,https://api.spotify.com/v1/audio-analysis/7zaQC5xXfw6ugFdw94DDOz,228339.0,3.0
194,In What World,Lizzy McAlpine,17,0.486,0.0517,0.0,-17.231,1.0,0.0512,0.967,1.66e-06,0.104,0.122,80.091,audio_features,2zG6jWvzlPnYNp2XPkeVhs,spotify:track:2zG6jWvzlPnYNp2XPkeVhs,https://api.spotify.com/v1/tracks/2zG6jWvzlPnYNp2XPkeVhs,https://api.spotify.com/v1/audio-analysis/2zG6jWvzlPnYNp2XPkeVhs,204075.0,1.0
195,IDK You Yet,Alexander 23,17,0.648,0.308,1.0,-11.729,1.0,0.04,0.886,0.0774,0.124,0.198,76.997,audio_features,0j1Ia2lQWrcXrQZI4AdJlk,spotify:track:0j1Ia2lQWrcXrQZI4AdJlk,https://api.spotify.com/v1/tracks/0j1Ia2lQWrcXrQZI4AdJlk,https://api.spotify.com/v1/audio-analysis/0j1Ia2lQWrcXrQZI4AdJlk,184638.0,1.0
196,323,Carly Nikbakht,17,0.61,0.177,10.0,-16.025,1.0,0.0333,0.929,0.0196,0.0917,0.359,139.934,audio_features,3CdmnhwI2EmemCL3bnJpvh,spotify:track:3CdmnhwI2EmemCL3bnJpvh,https://api.spotify.com/v1/tracks/3CdmnhwI2EmemCL3bnJpvh,https://api.spotify.com/v1/audio-analysis/3CdmnhwI2EmemCL3bnJpvh,180367.0,4.0
197,ilym (feat. ROSIE),John K,17,0.261,0.277,1.0,-8.143,0.0,0.031,0.572,1.4e-06,0.0859,0.0617,179.077,audio_features,6iT0ZdQcHwzQDNcAC2oDKX,spotify:track:6iT0ZdQcHwzQDNcAC2oDKX,https://api.spotify.com/v1/tracks/6iT0ZdQcHwzQDNcAC2oDKX,https://api.spotify.com/v1/audio-analysis/6iT0ZdQcHwzQDNcAC2oDKX,236082.0,3.0
198,Wild Enough,Elina,17,0.501,0.229,11.0,-8.081,1.0,0.0728,0.891,0.0,0.148,0.286,80.876,audio_features,6oynBOei3VDaRYmBghTCOO,spotify:track:6oynBOei3VDaRYmBghTCOO,https://api.spotify.com/v1/tracks/6oynBOei3VDaRYmBghTCOO,https://api.spotify.com/v1/audio-analysis/6oynBOei3VDaRYmBghTCOO,186658.0,3.0
199,Brave Face,Haley Joelle,17,0.484,0.136,11.0,-10.578,1.0,0.0327,0.889,0.0,0.134,0.3,90.205,audio_features,4yB1s08jEfpRMb0K07qCE9,spotify:track:4yB1s08jEfpRMb0K07qCE9,https://api.spotify.com/v1/tracks/4yB1s08jEfpRMb0K07qCE9,https://api.spotify.com/v1/audio-analysis/4yB1s08jEfpRMb0K07qCE9,198167.0,4.0
200,Concrete,Ben Kessler,17,0.578,0.459,0.0,-9.926,1.0,0.127,0.381,0.0247,0.231,0.344,92.067,audio_features,7HGwpUzbvszA3q7pnokHkY,spotify:track:7HGwpUzbvszA3q7pnokHkY,https://api.spotify.com/v1/tracks/7HGwpUzbvszA3q7pnokHkY,https://api.spotify.com/v1/audio-analysis/7HGwpUzbvszA3q7pnokHkY,152051.0,4.0
201,Is It Really Me You're Missing,Nina Nesbitt,17,0.535,0.297,6.0,-6.043,1.0,0.0665,0.653,0.0,0.118,0.0492,147.569,audio_features,2lgyZWQSJWmswrLJyM27kB,spotify:track:2lgyZWQSJWmswrLJyM27kB,https://api.spotify.com/v1/tracks/2lgyZWQSJWmswrLJyM27kB,https://api.spotify.com/v1/audio-analysis/2lgyZWQSJWmswrLJyM27kB,232800.0,4.0
202,Streetlights on Mars (Stripped),Jackson Penn,17,0.754,0.141,4.0,-14.232,1.0,0.0366,0.888,0.0,0.0951,0.616,94.946,audio_features,6QzzHZCEczmoI6G95ahgNF,spotify:track:6QzzHZCEczmoI6G95ahgNF,https://api.spotify.com/v1/tracks/6QzzHZCEczmoI6G95ahgNF,https://api.spotify.com/v1/audio-analysis/6QzzHZCEczmoI6G95ahgNF,205495.0,4.0
203,all i need (the distance song),Avery Lynch,17,0.651,0.119,8.0,-16.58,1.0,0.0401,0.976,0.0,0.163,0.373,97.039,audio_features,1ZYjhvNnxN6sk6f0SMLcR9,spotify:track:1ZYjhvNnxN6sk6f0SMLcR9,https://api.spotify.com/v1/tracks/1ZYjhvNnxN6sk6f0SMLcR9,https://api.spotify.com/v1/audio-analysis/1ZYjhvNnxN6sk6f0SMLcR9,244390.0,4.0
204,first attachment,Anya Gupta,17,0.438,0.185,11.0,-13.425,1.0,0.0368,0.891,2.28e-05,0.117,0.0397,175.254,audio_features,76o2L35FNM7mT7Kjf1B4Kv,spotify:track:76o2L35FNM7mT7Kjf1B4Kv,https://api.spotify.com/v1/tracks/76o2L35FNM7mT7Kjf1B4Kv,https://api.spotify.com/v1/audio-analysis/76o2L35FNM7mT7Kjf1B4Kv,110967.0,3.0
205,February,Matilda Mann,17,0.31,0.206,4.0,-11.295,1.0,0.0478,0.908,1.65e-05,0.104,0.123,174.785,audio_features,029QbkH9BezM0OumOqjOaQ,spotify:track:029QbkH9BezM0OumOqjOaQ,https://api.spotify.com/v1/tracks/029QbkH9BezM0OumOqjOaQ,https://api.spotify.com/v1/audio-analysis/029QbkH9BezM0OumOqjOaQ,149627.0,4.0
206,Things You Don't Know,Haley Joelle,17,0.603,0.242,5.0,-10.765,1.0,0.0493,0.95,0.0,0.0802,0.394,123.072,audio_features,5NEcavgHBITvZB6Lfpgiia,spotify:track:5NEcavgHBITvZB6Lfpgiia,https://api.spotify.com/v1/tracks/5NEcavgHBITvZB6Lfpgiia,https://api.spotify.com/v1/audio-analysis/5NEcavgHBITvZB6Lfpgiia,128837.0,4.0
207,better with you,Virginia To Vegas,17,0.623,0.572,2.0,-9.257,1.0,0.0606,0.525,0.0,0.185,0.461,78.02,audio_features,0OPIBKjAYBFzNpo1HzjqzQ,spotify:track:0OPIBKjAYBFzNpo1HzjqzQ,https://api.spotify.com/v1/tracks/0OPIBKjAYBFzNpo1HzjqzQ,https://api.spotify.com/v1/audio-analysis/0OPIBKjAYBFzNpo1HzjqzQ,191827.0,4.0
208,wait it out,shy martin,16,0.36,0.378,9.0,-6.391,1.0,0.0387,0.642,0.0,0.132,0.246,172.693,audio_features,793pY16A2YqBrsmdyagExY,spotify:track:793pY16A2YqBrsmdyagExY,https://api.spotify.com/v1/tracks/793pY16A2YqBrsmdyagExY,https://api.spotify.com/v1/audio-analysis/793pY16A2YqBrsmdyagExY,153906.0,3.0
209,In a Stranger's Arms,LÉON,16,0.497,0.433,9.0,-7.521,1.0,0.0278,0.377,0.0,0.099,0.357,97.856,audio_features,00K0B8nvfmTif7poYsk378,spotify:track:00K0B8nvfmTif7poYsk378,https://api.spotify.com/v1/tracks/00K0B8nvfmTif7poYsk378,https://api.spotify.com/v1/audio-analysis/00K0B8nvfmTif7poYsk378,201391.0,4.0
210,Deep End,Holly Humberstone,16,0.4,0.315,0.0,-8.402,1.0,0.0319,0.801,2.22e-06,0.126,0.369,127.524,audio_features,40GKeaD28h2nN9ap6qKC68,spotify:track:40GKeaD28h2nN9ap6qKC68,https://api.spotify.com/v1/tracks/40GKeaD28h2nN9ap6qKC68,https://api.spotify.com/v1/audio-analysis/40GKeaD28h2nN9ap6qKC68,171663.0,3.0
211,Call Your Girlfriend,Clara Mae,16,0.637,0.0795,6.0,-13.437,1.0,0.0315,0.966,0.0,0.109,0.213,99.021,audio_features,5hs8G87IGQq0Sz37oY9efX,spotify:track:5hs8G87IGQq0Sz37oY9efX,https://api.spotify.com/v1/tracks/5hs8G87IGQq0Sz37oY9efX,https://api.spotify.com/v1/audio-analysis/5hs8G87IGQq0Sz37oY9efX,194810.0,4.0
212,For You,Delaney Bailey,16,0.434,0.104,8.0,-20.075,1.0,0.0384,0.465,0.000866,0.0763,0.174,114.532,audio_features,3g62EjDXLltUvmgEFDn9eN,spotify:track:3g62EjDXLltUvmgEFDn9eN,https://api.spotify.com/v1/tracks/3g62EjDXLltUvmgEFDn9eN,https://api.spotify.com/v1/audio-analysis/3g62EjDXLltUvmgEFDn9eN,289040.0,3.0
213,Never Gonna Be Alone (feat. Lizzy McAlpine & John Mayer),Jacob Collier,16,0.576,0.423,0.0,-9.218,1.0,0.0265,0.592,0.682,0.322,0.32,90.552,audio_features,5m9OR6G4lNt9Da6dy1xpHx,spotify:track:5m9OR6G4lNt9Da6dy1xpHx,https://api.spotify.com/v1/tracks/5m9OR6G4lNt9Da6dy1xpHx,https://api.spotify.com/v1/audio-analysis/5m9OR6G4lNt9Da6dy1xpHx,249947.0,4.0
214,Nothing More Than That,The Paper Kites,16,0.555,0.099,11.0,-20.199,0.0,0.0324,0.939,0.596,0.108,0.28,84.431,audio_features,7HA9zJxl6LFOOQUSnqefsK,spotify:track:7HA9zJxl6LFOOQUSnqefsK,https://api.spotify.com/v1/tracks/7HA9zJxl6LFOOQUSnqefsK,https://api.spotify.com/v1/audio-analysis/7HA9zJxl6LFOOQUSnqefsK,181613.0,4.0
215,You and I,SYML,16,0.725,0.273,5.0,-10.268,1.0,0.0273,0.908,1.05e-06,0.0924,0.421,99.924,audio_features,2ASaiQWWIhao3cniyiwItc,spotify:track:2ASaiQWWIhao3cniyiwItc,https://api.spotify.com/v1/tracks/2ASaiQWWIhao3cniyiwItc,https://api.spotify.com/v1/audio-analysis/2ASaiQWWIhao3cniyiwItc,193133.0,4.0
216,Goodnight,Lennon Stella,16,0.484,0.346,2.0,-10.441,1.0,0.0371,0.603,0.000181,0.204,0.0974,79.972,audio_features,69jstgacdd40OwG9cLl45r,spotify:track:69jstgacdd40OwG9cLl45r,https://api.spotify.com/v1/tracks/69jstgacdd40OwG9cLl45r,https://api.spotify.com/v1/audio-analysis/69jstgacdd40OwG9cLl45r,176747.0,3.0
217,Find My Way,Tamzene,16,0.574,0.129,5.0,-8.709,1.0,0.0558,0.985,5.37e-06,0.123,0.302,117.995,audio_features,2bQFmSIs8rEmT392rKCPhp,spotify:track:2bQFmSIs8rEmT392rKCPhp,https://api.spotify.com/v1/tracks/2bQFmSIs8rEmT392rKCPhp,https://api.spotify.com/v1/audio-analysis/2bQFmSIs8rEmT392rKCPhp,125813.0,5.0
218,To Love Someone Else,Avery Lynch,16,0.482,0.273,1.0,-10.647,1.0,0.0384,0.89,3.18e-06,0.212,0.382,93.488,audio_features,65Kezr8WVnLCgApyyI2ChT,spotify:track:65Kezr8WVnLCgApyyI2ChT,https://api.spotify.com/v1/tracks/65Kezr8WVnLCgApyyI2ChT,https://api.spotify.com/v1/audio-analysis/65Kezr8WVnLCgApyyI2ChT,224681.0,4.0
219,Lost On You,Rosie Darling,16,0.531,0.256,2.0,-8.688,1.0,0.0304,0.5,3.14e-06,0.132,0.148,140.391,audio_features,59llL5gGlCyMM2P1VQc74R,spotify:track:59llL5gGlCyMM2P1VQc74R,https://api.spotify.com/v1/tracks/59llL5gGlCyMM2P1VQc74R,https://api.spotify.com/v1/audio-analysis/59llL5gGlCyMM2P1VQc74R,134480.0,4.0
220,No Good,Harry Hudson,16,0.752,0.39,2.0,-8.859,1.0,0.0272,0.584,1.38e-06,0.149,0.466,99.063,audio_features,3i8bHSXNSKJAOAacJcF7o1,spotify:track:3i8bHSXNSKJAOAacJcF7o1,https://api.spotify.com/v1/tracks/3i8bHSXNSKJAOAacJcF7o1,https://api.spotify.com/v1/audio-analysis/3i8bHSXNSKJAOAacJcF7o1,202012.0,4.0
221,Scarlett - Garden Version,Holly Humberstone,15,0.492,0.331,2.0,-7.246,1.0,0.0323,0.785,1.47e-06,0.138,0.477,119.877,audio_features,4eOPOVj9zOdHYmrvw0KqJx,spotify:track:4eOPOVj9zOdHYmrvw0KqJx,https://api.spotify.com/v1/tracks/4eOPOVj9zOdHYmrvw0KqJx,https://api.spotify.com/v1/audio-analysis/4eOPOVj9zOdHYmrvw0KqJx,188360.0,4.0
222,405,Gracie Abrams,15,0.568,0.324,0.0,-12.641,1.0,0.0855,0.869,4.16e-06,0.104,0.269,141.795,audio_features,10aiqU1b6yK8zm4jOnQsA7,spotify:track:10aiqU1b6yK8zm4jOnQsA7,https://api.spotify.com/v1/tracks/10aiqU1b6yK8zm4jOnQsA7,https://api.spotify.com/v1/audio-analysis/10aiqU1b6yK8zm4jOnQsA7,181900.0,4.0
223,rome - demo,Tamzene,15,0.271,0.28,4.0,-11.389,1.0,0.0322,0.841,0.00146,0.115,0.238,161.166,audio_features,3bYW6VTkRSRmRvlj98uBHJ,spotify:track:3bYW6VTkRSRmRvlj98uBHJ,https://api.spotify.com/v1/tracks/3bYW6VTkRSRmRvlj98uBHJ,https://api.spotify.com/v1/audio-analysis/3bYW6VTkRSRmRvlj98uBHJ,242120.0,3.0
224,Heavy,Rosie Darling,15,0.72,0.397,10.0,-7.781,1.0,0.0423,0.392,1.03e-06,0.112,0.336,97.02,audio_features,4SqnKBddxl9CKjSDDlV1c4,spotify:track:4SqnKBddxl9CKjSDDlV1c4,https://api.spotify.com/v1/tracks/4SqnKBddxl9CKjSDDlV1c4,https://api.spotify.com/v1/audio-analysis/4SqnKBddxl9CKjSDDlV1c4,166587.0,4.0
225,you ruined phoebe bridgers,Anya Gupta,15,0.498,0.309,1.0,-12.555,1.0,0.0275,0.37,0.000113,0.1,0.143,63.152,audio_features,1wbqhfq7CIN9Q5FL8CL90r,spotify:track:1wbqhfq7CIN9Q5FL8CL90r,https://api.spotify.com/v1/tracks/1wbqhfq7CIN9Q5FL8CL90r,https://api.spotify.com/v1/audio-analysis/1wbqhfq7CIN9Q5FL8CL90r,166263.0,4.0
226,Still Feel It All,MARO,15,0.488,0.141,9.0,-16.96,1.0,0.035,0.949,0.00153,0.0929,0.225,105.01,audio_features,3Wg3B7XlnEWsKBSb2IzGQ3,spotify:track:3Wg3B7XlnEWsKBSb2IzGQ3,https://api.spotify.com/v1/tracks/3Wg3B7XlnEWsKBSb2IzGQ3,https://api.spotify.com/v1/audio-analysis/3Wg3B7XlnEWsKBSb2IzGQ3,201273.0,4.0
227,Glad It's You,Kate Vogel,15,0.34,0.268,9.0,-11.761,0.0,0.0451,0.848,0.0,0.107,0.248,81.08,audio_features,4uxBDSJUqGOUzkj9ul4fKT,spotify:track:4uxBDSJUqGOUzkj9ul4fKT,https://api.spotify.com/v1/tracks/4uxBDSJUqGOUzkj9ul4fKT,https://api.spotify.com/v1/audio-analysis/4uxBDSJUqGOUzkj9ul4fKT,223111.0,4.0
228,Long Sleeves,Gracie Abrams,15,0.45,0.25,10.0,-9.155,1.0,0.0353,0.815,5.94e-05,0.108,0.112,114.011,audio_features,3wIRxCIGmdxld4ZC6yShZ9,spotify:track:3wIRxCIGmdxld4ZC6yShZ9,https://api.spotify.com/v1/tracks/3wIRxCIGmdxld4ZC6yShZ9,https://api.spotify.com/v1/audio-analysis/3wIRxCIGmdxld4ZC6yShZ9,218440.0,4.0
229,Like You Did Before,Chris Sigl,15,,,,,,,,,,,,,,,,,,
230,I Was In Heaven,Chelsea Cutler,15,0.329,0.307,5.0,-10.628,1.0,0.0296,0.783,1.67e-05,0.115,0.179,79.278,audio_features,5lvGoKl7dbjEXIi1E0tfL8,spotify:track:5lvGoKl7dbjEXIi1E0tfL8,https://api.spotify.com/v1/tracks/5lvGoKl7dbjEXIi1E0tfL8,https://api.spotify.com/v1/audio-analysis/5lvGoKl7dbjEXIi1E0tfL8,256000.0,4.0
231,Sundress,bülow,15,0.686,0.202,7.0,-11.075,1.0,0.0293,0.945,1.69e-05,0.115,0.171,145.025,audio_features,67gOJrst3fvx6mu4XQaCan,spotify:track:67gOJrst3fvx6mu4XQaCan,https://api.spotify.com/v1/tracks/67gOJrst3fvx6mu4XQaCan,https://api.spotify.com/v1/audio-analysis/67gOJrst3fvx6mu4XQaCan,106120.0,4.0
232,If I Had Stayed,Gatton,15,0.507,0.167,11.0,-12.95,1.0,0.0411,0.829,0.0,0.363,0.194,102.993,audio_features,5wWQWPXrFhGcs1qCZtSA8D,spotify:track:5wWQWPXrFhGcs1qCZtSA8D,https://api.spotify.com/v1/tracks/5wWQWPXrFhGcs1qCZtSA8D,https://api.spotify.com/v1/audio-analysis/5wWQWPXrFhGcs1qCZtSA8D,131642.0,5.0
233,Can't Help Falling in Love,Haley Reinhart,15,,,,,,,,,,,,,,,,,,
234,my fault,Zeph,15,0.589,0.311,7.0,-14.268,1.0,0.0397,0.909,0.0,0.145,0.438,138.165,audio_features,46nXKRBeHUxVFvyxkcGPWF,spotify:track:46nXKRBeHUxVFvyxkcGPWF,https://api.spotify.com/v1/tracks/46nXKRBeHUxVFvyxkcGPWF,https://api.spotify.com/v1/audio-analysis/46nXKRBeHUxVFvyxkcGPWF,60881.0,4.0
235,doomsday,Lizzy McAlpine,15,0.404,0.268,1.0,-9.631,1.0,0.0341,0.583,0.0,0.102,0.124,134.587,audio_features,4WjxtORnwPavm5PDsAWJEc,spotify:track:4WjxtORnwPavm5PDsAWJEc,https://api.spotify.com/v1/tracks/4WjxtORnwPavm5PDsAWJEc,https://api.spotify.com/v1/audio-analysis/4WjxtORnwPavm5PDsAWJEc,268433.0,3.0
236,I don't mind if you don't mind (draft),Elina,15,0.499,0.186,8.0,-11.792,1.0,0.0421,0.971,0.000324,0.127,0.343,113.958,audio_features,1LjSLMjMAZj6zvW6XLLzzr,spotify:track:1LjSLMjMAZj6zvW6XLLzzr,https://api.spotify.com/v1/tracks/1LjSLMjMAZj6zvW6XLLzzr,https://api.spotify.com/v1/audio-analysis/1LjSLMjMAZj6zvW6XLLzzr,138220.0,4.0
237,This Could Be,Joel Ansett,15,0.568,0.332,9.0,-9.291,1.0,0.0267,0.734,0.0262,0.114,0.253,109.929,audio_features,23ZzbyfEkvdxCvHcsALHFW,spotify:track:23ZzbyfEkvdxCvHcsALHFW,https://api.spotify.com/v1/tracks/23ZzbyfEkvdxCvHcsALHFW,https://api.spotify.com/v1/audio-analysis/23ZzbyfEkvdxCvHcsALHFW,230427.0,4.0
238,Lose You Too,shy martin,14,0.445,0.357,7.0,-9.163,1.0,0.0445,0.153,0.0,0.356,0.159,147.062,audio_features,5JkUNbYSn06ghlmu0NRUMf,spotify:track:5JkUNbYSn06ghlmu0NRUMf,https://api.spotify.com/v1/tracks/5JkUNbYSn06ghlmu0NRUMf,https://api.spotify.com/v1/audio-analysis/5JkUNbYSn06ghlmu0NRUMf,186463.0,4.0
239,UFO,Olivia Dean,14,0.549,0.172,9.0,-11.11,1.0,0.0358,0.89,3.68e-06,0.302,0.316,89.696,audio_features,60Chx5sZxkUrADNOKaRU7h,spotify:track:60Chx5sZxkUrADNOKaRU7h,https://api.spotify.com/v1/tracks/60Chx5sZxkUrADNOKaRU7h,https://api.spotify.com/v1/audio-analysis/60Chx5sZxkUrADNOKaRU7h,154106.0,4.0
240,glued to the floor,shy martin,14,0.591,0.316,11.0,-11.685,1.0,0.0435,0.85,0.0648,0.122,0.385,80.41,audio_features,7h35wSYNVXTtcy2Dv1n4mQ,spotify:track:7h35wSYNVXTtcy2Dv1n4mQ,https://api.spotify.com/v1/tracks/7h35wSYNVXTtcy2Dv1n4mQ,https://api.spotify.com/v1/audio-analysis/7h35wSYNVXTtcy2Dv1n4mQ,138954.0,4.0
241,champagne problems,Taylor Swift,14,0.462,0.24,0.0,-12.077,1.0,0.0377,0.92,0.0,0.113,0.32,171.319,audio_features,0sY6ZUTh4yoctD8VIXz339,spotify:track:0sY6ZUTh4yoctD8VIXz339,https://api.spotify.com/v1/tracks/0sY6ZUTh4yoctD8VIXz339,https://api.spotify.com/v1/audio-analysis/0sY6ZUTh4yoctD8VIXz339,244000.0,4.0
242,Yours,Evann McIntosh,14,0.45,0.179,0.0,-10.996,1.0,0.0331,0.917,0.0,0.0969,0.262,66.223,audio_features,5nvBJUUseknA9qd9K0eGKU,spotify:track:5nvBJUUseknA9qd9K0eGKU,https://api.spotify.com/v1/tracks/5nvBJUUseknA9qd9K0eGKU,https://api.spotify.com/v1/audio-analysis/5nvBJUUseknA9qd9K0eGKU,286407.0,4.0
243,for life,Zachary Knowles,14,0.704,0.295,6.0,-11.083,1.0,0.0387,0.716,1.56e-05,0.133,0.427,130.011,audio_features,3wD5R5grD04FKW0zsBuiKy,spotify:track:3wD5R5grD04FKW0zsBuiKy,https://api.spotify.com/v1/tracks/3wD5R5grD04FKW0zsBuiKy,https://api.spotify.com/v1/audio-analysis/3wD5R5grD04FKW0zsBuiKy,211677.0,4.0
244,Look Back & Laugh,David Kushner,14,0.546,0.332,2.0,-10.334,1.0,0.0582,0.611,0.000385,0.123,0.211,74.938,audio_features,6e0Gfl49FN9m2c8QaB9vFr,spotify:track:6e0Gfl49FN9m2c8QaB9vFr,https://api.spotify.com/v1/tracks/6e0Gfl49FN9m2c8QaB9vFr,https://api.spotify.com/v1/audio-analysis/6e0Gfl49FN9m2c8QaB9vFr,164187.0,4.0
245,Harsh,Eleni Drake,14,0.748,0.427,4.0,-9.49,1.0,0.0377,0.865,0.00452,0.137,0.443,118.037,audio_features,5dZviWBtcGM8Ilr5MAisNz,spotify:track:5dZviWBtcGM8Ilr5MAisNz,https://api.spotify.com/v1/tracks/5dZviWBtcGM8Ilr5MAisNz,https://api.spotify.com/v1/audio-analysis/5dZviWBtcGM8Ilr5MAisNz,134237.0,4.0
246,A Thousand Years,Christina Perri,14,0.421,0.407,10.0,-7.445,1.0,0.0267,0.309,0.000961,0.11,0.161,139.028,audio_features,6lanRgr6wXibZr8KgzXxBl,spotify:track:6lanRgr6wXibZr8KgzXxBl,https://api.spotify.com/v1/tracks/6lanRgr6wXibZr8KgzXxBl,https://api.spotify.com/v1/audio-analysis/6lanRgr6wXibZr8KgzXxBl,285120.0,3.0
